MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2700607,9351 TRUMAN ROAD,Active,House,Halfmoon Bay,not sold,not sold,"$949,000",-,3,2,1,"$2,874 in 2021",1991,"2,040",18295 SqFt.,-,"Carport; Single,Open,RV Parking Avail.",36,"9351 Truman Rd, Halfmoon Bay, BC V0N 1Y2, Canada","49.51138, -123.93501",https://www.bccondosandhomes.com/listing/r2700607-9351-truman-road,Royal LePage Sussex,"Looking for a unique property? This private retreat is warm and inviting, greeting you with ""Welcome Home"". Have your family and friends bring their cameras and kayaks. Lots of parking. Recreational or year round living. Easy maintenance. Close to Smuggler's Cove 250 acre Marine Park, and hiking trails. .42 Acres with Ocean View. 3 Bedrooms.",ClthWsh/Dryr/Frdg/Stve/DW,-,-
R2720247,211 - 7700 GILBERT ROAD,Active,Apartment,Richmond,not sold,not sold,"$639,800",-,2,2,1,"$1,573 in 2021",1991,"1,020",,-,"Garage; Double,Open",20,"7700 Gilbert Rd. #211, Richmond, BC V7C 3W2, Canada","49.1562, -123.14742",https://www.bccondosandhomes.com/listing/r2720247-211-7700-gilbert-road,Royal Pacific Tri-Cities Realty,"Great value for a 1020 sqft spacious 2-bedroom and 2 full baths condo, central location of Richmond, bus stop at front, Richmond Secondary catchment; side-by-side parking stalls, one locker. No unit above.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Gated Complex Shopping Nearby, In Suite Laundry Storage
R2712832,402 - 3335 CYPRESS PLACE,Active,Apartment,West Vancouver,not sold,not sold,"$1,675,000",-,2,2,1,"$4,017 in 2021",2005,"1,634",,-,"Garage; Double,Visitor Parking",31,402 - 3335 Cypress Place,,https://www.bccondosandhomes.com/listing/r2712832-402-3335-cypress-place,Macdonald Realty,"Welcome to Stonecliff at Cypress Park Estate in West Vancouver. This is a very well laid out 2 bedroom, 2 bath & family. The home has been very well maintained by the owner and updates include: new dishwasher and paint throughout the unit. This unit features hardwood flooring, gourmet kitchen, gas fireplace, spa inspired master ensuite bathroom, A.C, and more. Enjoy beautiful ocean views while you are surrounded by a greenbelt of trees. Gated double car garage with storage space. Facilities include: Club House, exercise room, hot tub and guest suites. Pets allowed, no rentals allowed. ",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Microwave Oven - Built In Smoke Alarm,Greenbelt Ski Hill Nearby, Air Cond./Central Club House Elevator Exercise Centre Guest Suite In Suite Laundry Swirlpool/Hot Tub
R2721659,506 - 1526 FINLAY STREET,Active,Apartment,White Rock,not sold,not sold,"$949,800",-,1,1,1,"$1,317 in 2022",2022,828,,-,Garage; Underground,33,"1526 Finlay St #506, White Rock, BC V4B 4L9, Canada","49.02976, -122.78975",https://www.bccondosandhomes.com/listing/r2721659-506-1526-finlay-street,Sutton Premier Realty,"ENTERTAINER'S DREAM! OCEANSIDE LIVING! Check out this BRAND NEW EAST FACING home located CENTRALLY in WHITE ROCK! This ONE+DEN boasts a MASSIVE 343 SQFT ROOF DECK, perfect for any get-together or green thumb! 2-5-10 WARRANTY! Thoughtfully designed kitchen, Bosch appliances and a large central island! ""ALTUS"" comes with a fully-equipped fitness studio, EVERYDAY concierge and a huge clubhouse with an extensive walk-out patio. 1 parking stall, 1 storage locker.",ClthWsh/Dryr/Frdg/Stve/DW Microwave Wine Cooler,Central Location Private Setting Recreation Nearby Shopping Nearby, Air Cond./Central Club House Exercise Centre In Suite Laundry
R2723937,45953 WEEDEN DRIVE,Active,House,Sardis,not sold,not sold,"$1,039,000",-,4,3,1,"$3,677 in 2022",2005,"2,889",5124 SqFt.,-,,21,"45953 Weeden Dr, Chilliwack, BC V2R 5X2, Canada","49.09735, -121.95417",https://www.bccondosandhomes.com/listing/r2723937-45953-weeden-drive,RE/MAX All Points Realty,"
",ClthWsh/Dryr/Frdg/Stve/DW,-,-
R2723824,1609 AGASSIZ-ROSEDALE HIGHWAY NO 9 HIGHWAY,Active,Townhouse,Agassiz,not sold,not sold,"$599,900",-,3,3,1,"$2,118 in 2022",2010,"1,720",,-,Garage; Double,35,24 - 1609 Agassiz Rosedale Highway NO 9 Highway,,https://www.bccondosandhomes.com/listing/r2723824-24-1609-agassizrosedale-highway-no-9-highway,Century 21 Creekside Realty,"END UNIT @ popular Fraser Green in the heart of Agassiz! Walking distance to schools, shops, & parks, this 3 bdrm & den home is the perfect place to raise your family! Upgraded flooring on the main floor, open concept kitchen w/ SS appliances, pantry, & eating bar that opens up to an OVERSIZED living room w/ gas fireplace. Dining area w/ upper patio access off the main & a den too- perfect for an added play room or office space. The upper floor has 3 bdrms & laundry; master w/ walk-in closet & full ensuite w/ walk-in shower. The finished bsmt is completed as a recreation space but can double as a 4th bdrm! Walk out access to the FENCED YARD. 2 pets of all sizes, no rentals, all ages welcome! Double garage & extra long driveway for a truck! Forced air nat gas heating w/ A/C roughed in!",ClthWsh/Dryr/Frdg/Stve/DW Fireplace Insert Microwave,Recreation Nearby Shopping Nearby, In Suite Laundry
R2723004,3251 44TH AVENUE,Active,House,Vancouver,not sold,not sold,"$1,619,000",-,4,2,2,"$5,840 in 2022",1954,"1,701",3861 SqFt.,-,"DetachedGrge/Carport,Open,RV Parking Avail.",12,"3251 E 44th Ave, Vancouver, BC V5R 3B2, Canada","49.23048, -123.03586",https://www.bccondosandhomes.com/listing/r2723004-3251-e-44th-avenue,RE/MAX Select Realty,"One owner bungalow with basement in the Killarney sub-area. There are 2 bedrooms on the main floor with kitchen and bathroom remodeled 6 years ago. The living room and dining room have hardwood floors under the carpet. Downstairs has a small kitchen , living room, 3 pce bathroom, 2 bedrooms and ground-level entry. The backyard has a wood deck a one-car garage and 2 additional parking spaces on am asphalt pad. ",Clothes Dryer Clothes Washer Free Stand F/P or Wdstove Refrigerator Stove,Central Location Lane Access Private Yard,-
R2719629,302 - 27358 32 AVENUE,Active,Apartment,Langley,not sold,not sold,"$538,000",-,2,2,1,"$2,339 in 2021",1993,"1,122",,-,"Garage; Underground,Visitor Parking",21,"27358 32 Ave #302, Aldergrove, BC V4W 3M5, Canada","49.05925, -122.47674",https://www.bccondosandhomes.com/listing/r2719629-302-27358-32-avenue,RE/MAX Little Oak Realty (Abbotsford),"Desirable Willow Creek Estates! This renovated spacious 2 Bedroom/2 Bathroom home is one not to be missed! Bright, open and excellent sized! Featuring a large UPDATED kitchen with ample cupboard/counter space, pull out drawers & soft close cabinets with SS appliances. You have all the space to cook & entertain. You have a large sunny patio ready for a few chairs to relax and enjoy. The home boasts 2 lrg bedrooms, the mstr with a a lrg walk-in closet and ensuite. Conveniently located in an up & coming area, close to all of the shops & services that downtown Aldergrove has to offer! Walking distance to the local pub and eateries. Your grocery store is just steps away! Walking distance to the elementary school, quick access to Fraser Hwy & Hwy 1. 1 stall, 1 storage & 2 Pets allowed!",ClthWsh/Dryr/Frdg/Stve/DW Smoke Alarm,Central Location Recreation Nearby Shopping Nearby Treed, In Suite Laundry Storage
R2700995,2032 32 AVENUE,Active,Duplex,Vancouver,not sold,not sold,"$1,599,999",-,4,4,1,,2022,"1,463",,-,Other,7,"2032 E 32nd Ave, Vancouver, BC V5N 5M4, Canada","49.24155, -123.06801",https://www.bccondosandhomes.com/listing/r2700995-2032-e-32-avenue,Coldwell Banker Prestige Realty,Half duplex back unit. Construction completion Fall 2022,Clothes Washer/Dryer Compactor - Garbage Dishwasher Disposal - Waste Heat Recov. Vent. Refrigerator Security System Stove,Central Location Recreation Nearby Shopping Nearby Treed, In Suite Laundry
R2703926,1412 - 13615 FRASER HIGHWAY,Active,Apartment,Surrey,not sold,not sold,"$509,900",-,1,1,1,,2021,492,,-,Garage; Underground,35,"13615 Fraser Hwy #1412, Surrey, BC V3T 0P7, Canada","49.14993, -122.7628",https://www.bccondosandhomes.com/listing/r2703926-1412-13615-fraser-highway,RE/MAX Little Oak Realty (Abbotsford),"Welcome to HUB ONE! This spectacular development & home will not disappoint. On the 14th floor you will feel like you are living in the sky. This 1bedroom 1bathroom home features modern finishing’s throughout, an open floor plan and of course you can’t miss the patio and spectacular panoramic views. The resort style amenities in this building cannot be overlooked. Boasting a full size gym/yoga studio, clubhouse meeting areas, 40th floor roof top deck entertaining BBQ space, 2 quiet work spaces, kids play area, bike room & personal storage. Now let’s talk location..walking distance from SFU, KPU and soon UBC with the skytrain. Connected to save-on foods, coffee shops, pharmacy & walking distance to shopping and all of the amenities. You do not want to miss seeing this beautiful property!",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Bike Room Club House Elevator Exercise Centre Guest Suite Playground Storage Wheelchair Access
R2716950,206 - 1675 10TH AVENUE,Active,Apartment,Vancouver,not sold,not sold,"$849,900",-,2,2,1,"$2,267 in 2022",1997,832,,-,Garage Underbuilding,27,"1675 W 10th Ave #206, Vancouver, BC V6J 2A2, Canada","49.26294, -123.14244",https://www.bccondosandhomes.com/listing/r2716950-206-1675-w-10th-avenue,Georgia Pacific Realty Corp.,"Enjoy living on a tranquil, tree lined street within steps of South Granville shops and restaurants and a few minutes to Granville Island and downtown. Well laid out, bright suite has two separated bedrooms and two full bathrooms, with a soaker tub in the main bathroom. Flex space with a window can be your home office, storage or art room. Breezy high ceilings in the living room open to a restful treed view. Unit has been well kept with newer floors and is very quiet. Pets allowed: one dog or two cats. Rentals (5) at max. Built by Polygon, Norfolk House offers you a private, peaceful oasis in the heart of the city.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Shopping Nearby Treed, Bike Room Elevator In Suite Laundry
R2722545,3265 BERMON PLACE,Active,House,North Vancouver,not sold,not sold,"$2,398,000",-,4,3,1,"$7,731 in 2022",1984,"2,845",6160 SqFt.,-,Garage; Double,40,3265 Bermon Place,,https://www.bccondosandhomes.com/listing/r2722545-3265-bermon-place,RE/MAX Masters Realty,"This home is what you have been searching for but rarely available. Located on a very peaceful family friendly cul-de-sac, few minutes walk to parks, walking trails, school, playground, transit & shopping - it doesn't get more walk friendly than this. Flat level property on the right side of the street offering sunshine all day, private backyard ideal for family, friends, entertaining or simply relax & enjoy. Home has traditional layout with 4 bedrooms up plus games room over the garage, main floor den/office, huge kitchen with center island overlooks family room, wall of French doors opens up to huge covered deck & patio with hot tub. Completely updated in 2013 including kitchen, bathrooms, floors, heat pump with AC, there is also a Penfolds EcoRoof. Extremely Rare offering & won't last.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Hot Tub Spa/Swirlpool Microwave Oven - Built In Security System,Central Location Cul-de-Sac Private Yard Recreation Nearby Shopping Nearby Ski Hill Nearby,-
R2721564,43610 CHILLIWACK MOUNTAIN ROAD,Active,Townhouse,Chilliwack,not sold,not sold,"$699,900",-,3,3,1,,2022,"1,850",,-,Garage; Double,23,4 - 43610 Chilliwack Mountain Road,,https://www.bccondosandhomes.com/listing/r2721564-4-43610-chilliwack-mountain-road,RE/MAX Nyda Realty Inc.,"Welcome to Eagles Perch! Chilliwack's newest townhome community located on Chilliwack mountain amongst natures playground. Inspired by its natural surroundings, these 3 bedroom, 3 bathroom homes have all the modern amenities with room for everyone. Each home will have 2 car garages and 2 outdoor parking spaces, plenty of balcony room, designer kitchens and quality finishes. Some homes will be ready to move in early September!",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Microwave,-,-
R2721529,43610 CHILLIWACK MOUNTAIN ROAD,Active,Townhouse,Chilliwack,not sold,not sold,"$684,900",-,3,3,1,,2022,"1,850",,-,Garage; Double,29,3 - 43610 Chilliwack Mountain Road,,https://www.bccondosandhomes.com/listing/r2721529-3-43610-chilliwack-mountain-road,RE/MAX Nyda Realty Inc.,"Welcome to Eagles Perch! Chilliwack's newest townhome community located on Chilliwack mountain amongst natures playground. Inspired by its natural surroundings, these 3 bedroom, 3 bathroom homes have all the modern amenities with room for everyone. Each home will have 2 car garages and 2 outdoor parking spaces, plenty of balcony room, designer kitchens and quality finishes. Some homes will be ready to move in early September!",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Microwave,-,-
R2722982,1201 - 181 1ST AVENUE,Active,Apartment,Vancouver,not sold,not sold,"$3,258,000",-,2,3,1,"$6,810 in 2022",2010,"1,588",,-,"Garage; Underground,Visitor Parking",40,1201 - 181 1ST Avenue,,https://www.bccondosandhomes.com/listing/r2722982-1201-181-w-1st-avenue,Oakwyn Realty Downtown Ltd.,"Luxurious SUB-PENTHOUSE with MASSIVE 1,595 SF PRIVATE ROOFTOP TERRACE located in the desirable Olympic Village. This 2 bed, 3 bath boasts almost 1,600 SF of indoor living with floor to ceiling windows, motorized roller shades, engineered hardwood floors, capillary heating/cooling system, full size laundry room, powder room and custom built-in closets. Kitchen features an integrated Miele appliance package, including a built-in espresso machine, wine fridge & double sized Sub-Zero. The bedrooms are separated from each other both with spa-like sumptuous en-suite baths. THE BROOK is a solid concrete, Leed Gold certified building with a full time concierge plus the exclusive Gold Medal Club. Includes 3 parking stalls with EV charging plus a large storage locker. Pet and Rental Friendly!",Clothes Washer/Dryer Dishwasher Disposal - Waste Drapes/Window Coverings Microwave Oven - Built In Range Top Refrigerator Wine Cooler,Central Location Marina Nearby Recreation Nearby Shopping Nearby, Air Cond./Central Bike Room Club House Exercise Centre In Suite Laundry Pool; Indoor Sauna/Steam Room Storage Swirlpool/Hot Tub Concierge
R2721502,43610 CHILLIWACK MOUNTAIN ROAD,Active,Townhouse,Chilliwack,not sold,not sold,"$684,900",-,3,3,1,,2022,"1,850",,-,Garage; Double,22,2 - 43610 Chilliwack Mountain Road,,https://www.bccondosandhomes.com/listing/r2721502-2-43610-chilliwack-mountain-road,RE/MAX Nyda Realty Inc.,"Welcome to Eagles Perch! Chilliwack's newest townhome community located on Chilliwack mountain amongst natures playground. Inspired by its natural surroundings, these 3 bedroom, 3 bathroom homes have all the modern amenities with room for everyone. Each home will have 2 car garages and 2 outdoor parking spaces, plenty of balcony room, designer kitchens and quality finishes. Some homes will be ready to move in early September!",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Microwave,-,-
R2723009,4132 YALE STREET,Active,House,Burnaby,not sold,not sold,"$1,899,800",-,4,4,2,"$5,208 in 2022",1986,"2,603",4026 SqFt.,-,"Open,RV Parking Avail.",40,"4132 Yale St, Burnaby, BC V5C 1R3, Canada","49.28984, -123.01279",https://www.bccondosandhomes.com/listing/r2723009-4132-yale-street,Royal LePage Sterling Realty,"Looking for a turn key, fully renovated family home in Burnaby's best neighbourhood with bonus in law/nanny suite? Your search is over! Main floor features an open concept, vinyl plank flooring, SS appliances, quartz counters (throughout), white shaker cabinets, bfast bar overlooking view, LED pot lights, 2pc bath & a gas F/P in the family room that leads to private rear yard. Up are 3 large bedrooms with the master boasting a WI closet, 3 pcs bath & a gorgeous 24 x 6 deck to take advantage of the inlet and MNT view. 2nd/3rd rooms also have a lovely deck. Down has a flex room that could be used as a main floor office, or it can be added to the suite, making for a great 1 & den self-contained unit. Potential to add a detached garage & possibly a lane way home off the lane in the future.",-,Central Location Lane Access Private Yard, In Suite Laundry
R2724042,2398 19TH AVENUE,Active,House,Vancouver,not sold,not sold,"$4,288,000",-,7,5,1,"$12,944 in 2022",1990,"3,660",6100 SqFt.,-,"Garage; Triple,RV Parking Avail.",0,"2398 W 19th Ave, Vancouver, BC V6L 1C6, Canada","49.25514, -123.16013",https://www.bccondosandhomes.com/listing/r2724042-2398-w-19th-avenue,Royal Pacific Realty Corp.,North south corner home in the heart of Arbutus. 17' high ceiling living room. bright natural skylights. exceptional floor plan. radiant heating. At least 24 hr notice for all private showings.,-,-,-
R2721004,3621 RAE AVENUE,Active,Townhouse,Vancouver,not sold,not sold,"$845,000",-,2,2,-,,2022,822,,-,Garage Underbuilding,18,4 - 3621 Rae Avenue,,https://www.bccondosandhomes.com/listing/r2721004-4-3621-rae-avenue,Century 21 In Town Realty,"Rae Garden is a brand new 26 unit townhouse development which features secure underground parking, pre-wired alarm system, in suite laundry, HRV, EV charging, elevator, KitchenAid appliances & more. Conveniently located in the Joyce-Collingwood sky train area. Walking distance to transit, schools, parks, shopping, Metropolis at Metrotown, elementary & secondary schools. 2-5-10 warranty. Estimated Completion September 2022.",-,-, Elevator In Suite Laundry
R2723950,9140 HAZEL STREET,Active,Townhouse,Chilliwack,not sold,not sold,"$579,900",-,3,3,1,"$1,933 in 2022",2007,"1,396",,-,"Garage; Single,Open,Visitor Parking",2,"9140 Hazel St #20, Chilliwack, BC V2P 5N4, Canada","49.17156, -121.93998",https://www.bccondosandhomes.com/listing/r2723950-20-9140-hazel-street,RE/MAX Nyda Realty Inc.,"Welcome to Eversfield Lane nestled in the heart of Chilliwack! Bright and SPARKLING CLEAN 3 Bed, 3 bath townhome perfect for you and your family. Featuring a large kitchen and pantry, gleaming laminate floors, and over-sized windows with fantastic mountain views! Relax on your spacious sundeck just off the dining area. Upstairs you will find 3 bedrooms, main bath, ensuite, and the laundry facilities (front load washer and dryer). Below enjoy a good sized rec room/media or office space leading out to a private patio and fenced backyard. Very well run strata. Conveniently located to parks, schools, bus stop and shopping. Call to view today, your family will love it here!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Pantry,Central Location Recreation Nearby Shopping Nearby, In Suite Laundry
R2724016,8298 MILLER CRESCENT,Active,House,Mission,not sold,not sold,"$1,150,000",-,4,3,1,"$3,856 in 2022",1988,"2,581",10019 SqFt.,-,Garage; Double,40,"8298 Miller Crescent, Mission, BC V2V 6H8, Canada","49.15275, -122.32353",https://www.bccondosandhomes.com/listing/r2724016-8298-miller-crescent,RE/MAX Little Oak Realty (Abbotsford),"Immaculately maintained home that you must come and take a tour of! Spacious, beautiful 2500+ square foot home located on a 10,000+ square foot lot. Featuring 3 beds up, a main living room and sunken family room that backs an impressive backyard oasis, as well as an additional office or bedroom on the main floor, finished basement and tons of storage. Enjoy the covered veranda and more space for parking that you can even count AND RV parking as well as a 2 car garage. Conveniently located off of Cedar Street in a double cul-de-sac and backing Cherry Hill Elementary, this home is perfect for those seeking tranquility while being close to everything you need. Roof & gutters are only two years old. Pride of ownership throughout - it's a long list!",ClthWsh/Dryr/Frdg/Stve/DW,Cul-de-Sac Private Setting Private Yard,-
R2723879,409 - 9232 UNIVERSITY CRESCENT,Active,Apartment,Burnaby,not sold,not sold,"$399,000",-,1,1,1,"$1,144 in 2022",2006,639,,-,Garage; Underground,40,"9232 University Crescent #409, Burnaby, BC V5A 0A3, Canada","49.27979, -122.90499",https://www.bccondosandhomes.com/listing/r2723879-409-9232-university-crescent,RE/MAX Crest Realty,"Open Saturday and Sunday 2-4pm. Live on Top of a Mountain without leaving the city. Welcome to Novo Ii at UniverCity-SFU, Greater Vancouver’s premier lifestyle neighborhood which is peaceful & quiet. This 1 bed, 1 bath, 639 sq ft., 7'9. Concrete home has an extremely functional floor plan. Rentals & Pets allowed. Features include: an abundance of natural light, lots of cupboard space in the kitchen, centre island with prep surface, granite counters, SS appliances, Laminate/carpet flooring. Newer front load washer & dryer. Large covered balcony 9'2 x 10'9. 1st time buyers, INVESTORS! Walking distance to SFU University, Nesters Market, Restaurants, Cafes, Surrounded by Lush forested Walking, Hiking Trails, Transit, Medical Clinic. 2 PARKING STALLS & 1 STORAGE LOCKER. Best values in the area!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Microwave,Central Location Recreation Nearby Shopping Nearby, Elevator Exercise Centre
R2721464,3625 RAE AVENUE,Active,Townhouse,Vancouver,not sold,not sold,"$820,000",-,2,2,-,,2022,822,,-,Garage Underbuilding,18,6 - 3625 Rae Avenue,,https://www.bccondosandhomes.com/listing/r2721464-6-3625-rae-avenue,Century 21 In Town Realty,"Rae Garden is a brand new 26 unit townhouse development which features secure underground parking, pre-wired alarm system, in suite laundry, HRV, EV charging, elevator, KitchenAid appliances & more. Conveniently located in the Joyce-Collingwood sky train area. Walking distance to transit, schools, parks, shopping, Metropolis at Metrotown, elementary & secondary schools. 2-5-10 warranty. Estimated Completion September 2022.",-,-, Elevator In Suite Laundry
R2723991,555 7TH AVENUE,Active,Duplex,Vancouver,not sold,not sold,"$2,198,000",-,3,4,1,,2022,"2,072",,-,Garage; Single,33,"555 E 7th Ave, Vancouver, BC V5T 1N8, Canada","49.2646, -123.09166",https://www.bccondosandhomes.com/listing/r2723991-555-e-7th-avenue,RE/MAX Select Properties,"Spectacular move-in-ready back 1/2 duplex w/ spacious North facing patio & yard, perfect for entertaining & relaxing in the heart of highly sought-after Mount Pleasant. This home spreads over 2000sf feat. 3 bed, 3.5 bath, large flex space + den. A bright + open chef's kitchen w/ high end integrated Fisher & Paykel appliances, modern finishings, custom built-ins w/ tons of storage. Sliding doors lead seamlessly from main living space into the outdoor yard. The luxurious master bed has a private balcony overlooking amazing city & mountain views. Located in the lively Mount Pleasant neighbourhood, just a short walk to Main St, Fraser, and Broadway for all the best shopping, restaurants and coffee shops the city has to offer. Easy access to Downtown & steps to transit and excellent schools!",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Heat Recov. Vent. Security System,Central Location Lane Access Recreation Nearby Shopping Nearby, Air Cond./Central Garden In Suite Laundry Storage
R2720336,5780 ANCHOR ROAD,Active,House,Sechelt,not sold,not sold,"$699,000",-,4,2,1,"$3,890 in 2021",1985,"1,530",8343 SqFt.,-,"DetachedGrge/Carport,Other,RV Parking Avail.",40,"5780 Anchor Rd, Sechelt, BC V0N 3A6, Canada","49.48127, -123.76243",https://www.bccondosandhomes.com/listing/r2720336-5780-anchor-road,RE/MAX City Realty,"Well kept 4 bedroom home with large detached shop and constant upgrades over the years. Great investment home and also the shop, retirement or first time home buyers or holiday home as it is by the beach. New kitchen, roof, opened up living area, new garage door, washer/dryer, gas stove, hot water tank, floors, bathrooms and more. Gas furnace and fireplace plus sun tunnels. Lots of storage & even a cold room. Large detached shop with concrete slab. Wheelchair friendly throughout home. Nice size rooms and many covered sitting areas outside. Zoning allows for home occupation and secondary suites.",-,Golf Course Nearby Marina Nearby Recreation Nearby Shopping Nearby,-
R2723882,1640 162 STREET,Active,House,Surrey,not sold,not sold,"$449,000",-,2,2,1,"$1,945 in 2022",1981,"1,248",3465 SqFt.,-,Carport; Single,33,"1640 162 St #49, Surrey, BC V4A 6Y9, Canada","49.03185, -122.77372",https://www.bccondosandhomes.com/listing/r2723882-49-1640-162-street,Dexter Realty,"Manufactured home in popular Cherry Brook Park and you own the land! Two bedroom, two bathroom with lots of space, vaulted ceilings, dining, living and family rooms. Double walk in shower in main bath and lovely South facing patio off of master bedroom. Bonus of enclosed sunroom. Pets allowed with restrictions, wheelchair accessible, low maintenance garden with planters. Club house with activities. Lovely secure neighbourhood, independence of owning your own house, financial freedom at 55+. It has it all. Close proximity to Peach Arch Hospital, US Border Crossing and fabulous White Rock Beach.",ClthWsh/Dryr/Frdg/Stve/DW,Adult Oriented Cul-de-Sac Golf Course Nearby Marina Nearby Shopping Nearby, Club House
R2723191,213 - 6735 STATION HILL COURT,Active,Apartment,Burnaby,not sold,not sold,"$748,000",-,2,2,1,"$1,973 in 2022",1991,"1,329",,-,"Garage Underbuilding,Garage; Underground,Visitor Parking",40,213 - 6735 Station Hill Court,,https://www.bccondosandhomes.com/listing/r2723191-213-6735-station-hill-court,Blue West Realty,"WOW, now this is spacious: 2 bed 2 full bath unit over 1300 sqft w extra 138 sqft of outdoor space! Quiet, NATURAL LIGHT treed exposure, PRIVATE w no one looking in! Unit offers main level access (no stairs) but has elevated balcony w no street access. Bring house sized furniture: functional plan w no wasted space offers large living & dining rms, wrap around kitchen, spacious bdrms & insuite laundry/storage rm. HUGE master fits a king bed (+easily an office setup for work from home) & has a 4 pce ensuite. 2nd bdrm is generous size! 2 SIDE BY SIDE PRKG STALLS, 1 locker & bike rm. Proactive strata healthy CRF, pet friendly & bldg painted 2018, roof & decks 2012. Steps to Edmonds skytrain, Taylor Park, schools (reputable Taylor Park Elem; Byrne Creek Sec), trails, recreation/shopping & more.",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener,Central Location Cul-de-Sac Golf Course Nearby Greenbelt Recreation Nearby Shopping Nearby, Elevator In Suite Laundry Storage
R2722970,869 SEYMOUR BOULEVARD,Active,House,North Vancouver,not sold,not sold,"$1,689,000",-,4,2,2,"$7,127 in 2022",1999,"1,615",4314 SqFt.,-,Other,28,869 Seymour Boulevard,,https://www.bccondosandhomes.com/listing/r2722970-869-seymour-boulevard,RE/MAX Crest Realty,"Don’t miss this unique opportunity to own a well maintained and updated 4 Bedroom Rancher, with a 1-bedroom legal suite, which will be a great mortgage helper! Sitting on a sunny, flat, and private lot, this Noort built home has a fenced in backyard perfect for families and pet owners. With over 1600sqft of living space across a great open floor plan, featuring beautiful bay windows and gas fireplace in the living room. Updates include, new flooring, drywall, insulation, kitchen and fresh paint. This ultra convenient location is situated near some of the best skiing, hiking and mountain biking trails that the North Shore has to offer. You are minutes from coffee shops, restaurants, and grocery stores. ",-,Central Location Golf Course Nearby Recreation Nearby Shopping Nearby Ski Hill Nearby,-
R2706927,1437 CHARTWELL DRIVE,Active,House,West Vancouver,not sold,not sold,"$7,588,888",-,4,7,2,"$40,369 in 2022",2021,"9,578",19567 SqFt.,-,"Carport; Multiple,Garage; Double",37,1437 Chartwell Drive,,https://www.bccondosandhomes.com/listing/r2706927-1437-chartwell-drive,VIRANI REAL ESTATE ADVISORS,"Stunning panoramic views of Downtown Vancouver, Lions Gate Bridge, Inner Harbour and Stanley Park from all 3 levels of this gorgeous Chartwell Estate. This over 9,500 square foot mansion built by Stanhope Projects offers the very best in exquisite design and high end finishing’s! 3 oversized bedrooms on upper level, wok kitchen, numerous patios and decks, spacious entertainment sized rooms, grand staircase, indoor pool and Jacuzzi, large media, 3 wet bars plus 4 car parking are just some of the amazing features this home will boast. This home is situated in the Chartwell neighbourhood within the British Properties close to great Private and Public Schools, Hollyburn Country Club and bus routes.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Private Setting Shopping Nearby Ski Hill Nearby, Pool; Indoor
R2719327,817 ROCHE POINT DRIVE,Active,Townhouse,North Vancouver,not sold,not sold,"$1,675,000",-,5,4,1,"$5,071 in 2021",1988,"2,359",,-,"Garage; Double,Visitor Parking",39,"817 Roche Point Dr, North Vancouver, BC V7H 2T8, Canada","49.31372, -122.97038",https://www.bccondosandhomes.com/listing/r2719327-817-roche-point-drive,Royal LePage Sussex,"Rarely available large unit (2,359 sq.ft / 3 storey/ 5 Beds & 4 Baths) in the most Northshore sough-after "" Salish Estates I"" (39 units) complex. This unit is located in the best spot in the complex w/double garage, patio, and south facing private deck. Upper level has a huge Mbdrm/ensuite/WI closet & 2 good size bdrms. Spacious living w/gourmet kitchen & nook off to the sunny deck, formal dining & family rm on main. Guest rm and Rec rm (bedroom) on walk-out basement. The property and buildings have been well-maintained over the years with significant improvements by the pro-active strata. Excellent location for those outdoor lovers; steps to golf course, skiing, hiking, mountain biking, minutes to Deep Cove Park & Marina, Cates Park, Myrtle Park, Parkgate Village, Rec Centre & Library.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Security System,Central Location Golf Course Nearby Marina Nearby Recreation Nearby Shopping Nearby Ski Hill Nearby, Garden In Suite Laundry
